Series Name;Series Code;Country Name;Country Code;1990 [YR1990];2000 [YR2000];2008 [YR2008];2009 [YR2009];2010 [YR2010];2011 [YR2011];2012 [YR2012];2013 [YR2013];2014 [YR2014];2015 [YR2015];2016 [YR2016];2017 [YR2017]
Population ages 10-14, male (% of male population);SP.POP.1014.MA.5Y;United States;USA;7,214246584;7,640943769;7,185345581;7,068314551;6,992132251;6,906194275;6,841019782;6,788403416;6,738714894;6,689553082;6,676980291;..
Population ages 15-19, female (% of female population);SP.POP.1519.FE.5Y;United States;USA;6,785477881;6,791102355;6,981753821;6,95343665;6,901363874;6,853891229;6,770509535;6,661801329;6,548848295;6,445993454;6,387614116;..
Population ages 15-19, male (% of male population);SP.POP.1519.MA.5Y;United States;USA;7,472284072;7,365694314;7,543470465;7,511883447;7,458690412;7,388254962;7,275930383;7,136276943;6,995804333;6,872074148;6,796066111;..
Population ages 15-64, female;SP.POP.1564.FE.IN;United States;USA;82154308;92902585;101676990;102557375;103298479;103902543;104474133;104947326;105409766;105798691;106162939;..
Population ages 15-64, female (% of total);SP.POP.1564.FE.ZS;United States;USA;64,52881328;64,88042803;66,04450602;66,04639495;65,9837368;65,89406896;65,78401827;65,64240576;65,46462046;65,24775562;65,03763223;..
Population ages 15-64, male;SP.POP.1564.MA.IN;United States;USA;81827365;93266477;101801390;102720637;103518413;104191493;104843835;105407238;105968389;106464143;106908102;..
Population ages 15-64, male (% of total);SP.POP.1564.MA.ZS;United States;USA;66,90224184;67,11172874;67,80352523;67,80655349;67,74908451;67,66464284;67,56075285;67,42715484;67,26206732;67,06510303;66,86168478;..
Population ages 15-64, total;SP.POP.1564.TO;United States;USA;163981667;186169060;203478887;205278324;206816889;208094512;209318529;210354971;211378325;212262832;213071223;..
Population ages 20-24, female (% of female population);SP.POP.2024.FE.5Y;United States;USA;7,325239885;6,527892124;6,788506012;6,79424753;6,796824469;6,841130982;6,893150742;6,93914525;6,958173302;6,936272731;6,884851537;..
Population ages 20-24, male (% of male population);SP.POP.2024.MA.5Y;United States;USA;8,140232615;7,001188738;7,267371109;7,270462873;7,276248123;7,332323741;7,391214248;7,438106057;7,451207491;7,416948884;7,348071758;..
Population ages 25-29, female (% of female population);SP.POP.2529.FE.5Y;United States;USA;8,142421124;6,657030421;6,520224885;6,551920936;6,577711328;6,618832862;6,663443307;6,710436318;6,759821552;6,810078491;6,857717989;..
Population ages 25-29, male (% of male population);SP.POP.2529.MA.5Y;United States;USA;8,870677732;7,036030896;6,814415786;6,850177204;6,872561376;6,937199647;7,00791711;7,080963133;7,152858646;7,219943603;7,281094334;..
Population ages 30-34, female (% of female population);SP.POP.3034.FE.5Y;United States;USA;8,57282712;7,063114865;6,379515114;6,352641176;6,342690377;6,349226956;6,378021706;6,422338318;6,47294988;6,523875898;6,57215124;..
Population ages 30-34, male (% of male population);SP.POP.3034.MA.5Y;United States;USA;9,020000649;7,589924739;6,542715363;6,518188106;6,515552289;6,531261512;6,571174495;6,628827486;6,696029897;6,767076863;6,839128896;..
Population ages 35-39, female (% of female population);SP.POP.3539.FE.5Y;United States;USA;7,892028189;7,786183386;6,532296159;6,45954374;6,395697625;6,334458086;6,285085467;6,248836416;6,229078758;6,227530431;6,242671044;..
Population ages 35-39, male (% of male population);SP.POP.3539.MA.5Y;United States;USA;8,188508266;8,262706019;6,76970275;6,643860766;6,537755319;6,455404448;6,398584169;6,365154182;6,352773661;6,359623985;6,384938301;..
Population ages 40-44, female (% of female population);SP.POP.4044.FE.5Y;United States;USA;7,035717861;7,833020093;6,958983127;6,784349443;6,634963944;6,509936434;6,41482164;6,342205792;6,280201184;6,222015163;6,171671973;..
Population ages 40-44, male (% of male population);SP.POP.4044.MA.5Y;United States;USA;7,105518274;8,087153092;7,297049391;7,109232877;6,935477396;6,774819187;6,634489731;6,513378627;6,409545279;6,322470118;6,253692559;..
Population ages 45-49, female (% of female population);SP.POP.4549.FE.5Y;United States;USA;5,511982386;7,146542945;7,371056953;7,276901738;7,156246056;7,01173742;6,851955891;6,687292828;6,533304457;6,400021749;6,289160154;..
Population ages 45-49, male (% of male population);SP.POP.4549.MA.5Y;United States;USA;5,409562563;7,234683044;7,579276812;7,509416981;7,407453811;7,271430255;7,117026242;6,952297372;6,789790512;6,638268828;6,496095019;..
Population ages 50-54, female (% of female population);SP.POP.5054.FE.5Y;United States;USA;4,572568263;6,268527475;7,06557625;7,128550491;7,158130894;7,140587264;7,100637503;7,037314066;6,950345963;6,841221571;6,71359763;..
Population ages 50-54, male (% of male population);SP.POP.5054.MA.5Y;United States;USA;4,616165862;6,16384144;7,063186875;7,141672727;7,193539737;7,196369652;7,182379488;7,147657274;7,087576121;7,000678099;6,884727036;..
Population ages 55-59, female (% of female population);SP.POP.5559.FE.5Y;United States;USA;4,258833675;4,86133332;6,277850118;6,367071663;6,463308532;6,543321756;6,627970998;6,705697052;6,75998719;6,781300246;6,774993264;..
Population ages 55-59, male (% of male population);SP.POP.5559.MA.5Y;United States;USA;4,051597023;4,59185885;6,103936905;6,202804648;6,309804296;6,396682359;6,490150651;6,580159949;6,652088598;6,697207146;6,713582999;..
Population ages 5-9, female (% of female population);SP.POP.0509.FE.5Y;United States;USA;6,844452964;7,11840584;6,420422017;6,452333338;6,454407406;6,422360885;6,397657803;6,3783749;6,356345565;6,320221086;6,267431074;..
Population ages 5-9, male (% of male population);SP.POP.0509.MA.5Y;United States;USA;7,459167946;7,690470181;6,884466921;6,91793158;6,919309224;6,879059288;6,847845439;6,822738004;6,794778172;6,752123194;6,691848691;..
Population ages 60-64, female (% of female population);SP.POP.6064.FE.5Y;United States;USA;4,431716899;3,945681048;5,168743579;5,377731583;5,556799701;5,690945972;5,798421483;5,887338394;5,971909878;6,059445884;6,143203283;..
Population ages 60-64, male (% of male population);SP.POP.6064.MA.5Y;United States;USA;4,027694786;3,778647613;4,822399774;5,048853856;5,242001747;5,38089708;5,491886337;5,584333812;5,674392785;5,770811356;5,864287766;..
Population ages 65 and above (% of total);SP.POP.65UP.TO.ZS;United States;USA;12,62409191;12,32032865;12,58176593;12,75089123;12,97184829;13,24252152;13,55676469;13,90346237;14,26732759;14,64034341;15,03147724;..
Population ages 65 and above, female;SP.POP.65UP.FE.IN;United States;USA;18725556;20384053;21817602;22251728;22767479;23332229;23977933;24677547;25431195;26214920;27014683;..
Population ages 65 and above, female (% of total);SP.POP.65UP.FE.ZS;United States;USA;14,70815047;14,2356223;14,17167005;14,32999247;14,54313132;14,79709242;15,0981371;15,43530089;15,79401631;16,16716311;16,5497584;..
Population ages 65 and above, male;SP.POP.65UP.MA.IN;United States;USA;12787078;14379282;16443642;16864932;17360699;17940612;18590973;19286529;20019575;20765448;21556374;..
Population ages 65 and above, male (% of total);SP.POP.65UP.MA.ZS;United States;USA;10,4547443;10,34689499;10,95207935;11,1326502;11,361954;11,65109634;11,97991438;12,33725326;12,70716702;13,08080679;13,48162973;..
Population ages 65 and above, total;SP.POP.65UP.TO;United States;USA;31512637;34763336;38260391;39116104;40128178;41272087;42568021;43963430;45450492;46980367;48570839;..
Population ages 65-69, female (% of female population);SP.POP.6569.FE.5Y;United States;USA;4,318939998;3,545902017;3,878007995;4,018274702;4,187039256;4,358710906;4,5566067;4,764255755;4,958289373;5,124475513;5,25485778;..
Population ages 65-69, male (% of male population);SP.POP.6569.MA.5Y;United States;USA;3,679516564;3,131649099;3,503016057;3,602328463;3,747368769;3,905584325;4,102444707;4,316520761;4,517507175;4,687893298;4,821013986;..
Population ages 70-74, female (% of female population);SP.POP.7074.FE.5Y;United States;USA;3,60852464;3,430099215;3,106552039;3,146403967;3,208864939;3,276369798;3,363495671;3,471202629;3,602257337;3,756628328;3,917148876;..
Population ages 70-74, male (% of male population);SP.POP.7074.MA.5Y;United States;USA;2,86445308;2,793060934;2,727425745;2,787551807;2,849936168;2,898554261;2,9480317;3,009977531;3,101478384;3,230093522;3,376743156;..
Population ages 75-79, female (% of female population);SP.POP.7579.FE.5Y;United States;USA;2,898207109;3,026524218;2,687088301;2,643738003;2,621833712;2,604510757;2,61077296;2,638178008;2,684718823;2,749691622;2,812313163;..
Population ages 75-79, male (% of male population);SP.POP.7579.MA.5Y;United States;USA;2,045419764;2,200408699;2,076205289;2,063478643;2,073943936;2,09379994;2,135023601;2,190144925;2,249576345;2,309379835;2,355438277;..
Population ages 80 and above, female (% of female population);SP.POP.80UP.FE.5Y;United States;USA;3,882478725;4,233096848;4,500021714;4,521575796;4,525393416;4,557500964;4,56726177;4,561664499;4,54875078;4,536367646;4,56543858;..
Population ages 80 and above, male (% of male population);SP.POP.80UP.MA.5Y;United States;USA;1,865354891;2,221776253;2,645432263;2,679291285;2,690705125;2,753157814;2,794414375;2,820610043;2,838605118;2,853440134;2,92843431;..
Population density (people per sq. km of land area);EN.POP.DNST;United States;USA;27,25451361;30,79730133;33,24368685;33,53639923;33,81808127;34,07117613;34,32644166;34,56766039;34,8254979;35,0805602;35,32444263;..
Population growth (annual %);SP.POP.GROW;United States;USA;1,12965052;1,112768997;0,945865287;0,876651299;0,836421536;0,745614384;0,746419895;0,7002623;0,74312426;0,729731987;0,692801346;..
Population in largest city;EN.URB.LCTY;United States;USA;16085599;17813371;18253594;18309304;18365262;18421391;18477769;18534163;18590729;18593220;18603963;..
Population in the largest city (% of urban population);EN.URB.LCTY.UR.ZS;United States;USA;8,557711935;7,985582963;7,462413684;7,404392186;7,350023186;7,302532104;7,255351129;7,211684298;7,165151436;7,099190663;7,039502076;..
Population in urban agglomerations of more than 1 million;EN.URB.MCTY;United States;USA;105216000;123562801;134600924;136113194;137660260;139240988;140858582;142507280;144192509;145451993;146727664;..
Population in urban agglomerations of more than 1 million (% of total population);EN.URB.MCTY.TL.ZS;United States;USA;42,14996214;43,79137553;44,26293812;44,36956534;44,50010154;44,67672712;44,8596526;45,06801646;45,26335532;45,32674539;45,40859509;..
Population living in areas where elevation is below 5 meters (% of total population);EN.POP.EL5M.ZS;United States;USA;2,574566261;2,5023639;..;..;2,512555129;..;..;..;..;..;..;..
Population living in slums (% of urban population);EN.POP.SLUM.UR.ZS;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Population, female;SP.POP.TOTL.FE.IN;United States;USA;127314146;143190463;153952230;155280807;156551423;157681176;158813852;159877330;161017913;162149165;163233094;..
Population, female (% of total);SP.POP.TOTL.FE.ZS;United States;USA;51,00257039;50,74753308;50,62653246;50,61773751;50,60686529;50,59342786;50,57792092;50,56130575;50,5450043;50,53003233;50,51661883;..
Population, male;SP.POP.TOTL.MA.IN;United States;USA;122308854;138971948;150141736;151490722;152796770;153982182;155184527;156327578;157545543;158747453;159894419;..
Population, male (% of total);SP.POP.TOTL.MA.ZS;United States;USA;48,99742961;49,25246692;49,37346754;49,38226249;49,39313471;49,40657214;49,42207908;49,43869425;49,4549957;49,46996767;49,48338117;..
Population, total;SP.POP.TOTL;United States;USA;249623000;282162411;304093966;306771529;309348193;311663358;313998379;316204908;318563456;320896618;323127513;..
Portfolio equity, net inflows (BoP, current US$);BX.PEF.TOTL.CD.WD;United States;USA;-15960000000;1,936E+11;1,26805E+11;2,19303E+11;1,78953E+11;1,23357E+11;2,39064E+11;-62641000000;1,54311E+11;-1,87306E+11;-1,41078E+11;..
Portfolio investment, bonds (PPG + PNG) (NFL, current US$);DT.NFL.BOND.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Portfolio investment, net (BoP, current US$);BN.KLT.PTXL.CD;United States;USA;6761000000;-2,82253E+11;-8,07954E+11;18530000000;-6,20815E+11;-2,26263E+11;-4,98252E+11;-30686000000;-1,20803E+11;-53569000000;-1,9673E+11;..
Poverty gap at $1.90 a day (2011 PPP) (%);SI.POV.GAPS;United States;USA;..;0,6;..;..;0,9;..;..;0,9;..;..;..;..
Poverty gap at $3.20 a day (2011 PPP) (% of population);SI.POV.LMIC.GP;United States;USA;..;0,7;..;..;1,1;..;..;1;..;..;..;..
Poverty gap at $5.50 a day (2011 PPP) (% of population);SI.POV.UMIC.GP;United States;USA;..;0,9;..;..;1,3;..;..;1,3;..;..;..;..
Poverty gap at national poverty lines (%);SI.POV.NAGP;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population);SI.POV.DDAY;United States;USA;..;0,7;..;..;1;..;..;1;..;..;..;..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population);SI.POV.LMIC;United States;USA;..;1;..;..;1,3;..;..;1,4;..;..;..;..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population);SI.POV.UMIC;United States;USA;..;1,3;..;..;2;..;..;2;..;..;..;..
Poverty headcount ratio at national poverty lines (% of population);SI.POV.NAHC;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Power outages in firms in a typical month (number);IC.ELC.OUTG;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, bilateral (AMT, current US$);DT.AMT.BLAT.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, bilateral (DIS, current US$);DT.DIS.BLAT.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, bilateral (DOD, current US$);DT.DOD.BLAT.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, bilateral (INT, current US$);DT.INT.BLAT.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, bilateral (NTR, current US$);DT.NTR.BLAT.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, bilateral (TDS, current US$);DT.TDS.BLAT.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, bilateral concessional (AMT, current US$);DT.AMT.BLTC.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, bilateral concessional (DIS, current US$);DT.DIS.BLTC.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, bilateral concessional (DOD, current US$);DT.DOD.BLTC.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, bilateral concessional (INT, current US$);DT.INT.BLTC.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, bilateral concessional (NFL, current US$);DT.NFL.BLTC.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, bilateral concessional (NTR, current US$);DT.NTR.BLTC.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, bilateral concessional (TDS, current US$);DT.TDS.BLTC.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, bonds (AMT, current US$);DT.AMT.PBND.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, bonds (DIS, current US$);DT.DIS.PBND.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, bonds (DOD, current US$);DT.DOD.PBND.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, bonds (INT, current US$);DT.INT.PBND.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, bonds (NFL, current US$);DT.NFL.PBND.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, bonds (NTR, current US$);DT.NTR.PBND.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, bonds (TDS, current US$);DT.TDS.PBND.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, commercial banks (AMT, current US$);DT.AMT.PCBK.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, commercial banks (DIS, current US$);DT.DIS.PCBK.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, commercial banks (DOD, current US$);DT.DOD.PCBK.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, commercial banks (INT, current US$);DT.INT.PCBK.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, commercial banks (NFL, current US$);DT.NFL.PCBK.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, commercial banks (NTR, current US$);DT.NTR.PCBK.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, commercial banks (TDS, current US$);DT.TDS.PCBK.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, IBRD (AMT, current US$);DT.AMT.MIBR.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, IBRD (DIS, current US$);DT.DIS.MIBR.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, IBRD (DOD, current US$);DT.DOD.MIBR.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, IBRD (INT, current US$);DT.INT.MIBR.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, IBRD (NTR, current US$);DT.NTR.MIBR.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, IBRD (TDS, current US$);DT.TDS.MIBR.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, IDA (AMT, current US$);DT.AMT.MIDA.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, IDA (DIS, current US$);DT.DIS.MIDA.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, IDA (DOD, current US$);DT.DOD.MIDA.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, IDA (INT, current US$);DT.INT.MIDA.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, IDA (NTR, current US$);DT.NTR.MIDA.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, IDA (TDS, current US$);DT.TDS.MIDA.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, multilateral (AMT, current US$);DT.AMT.MLAT.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, multilateral (DIS, current US$);DT.DIS.MLAT.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, multilateral (DOD, current US$);DT.DOD.MLAT.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, multilateral (INT, current US$);DT.INT.MLAT.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, multilateral (NTR, current US$);DT.NTR.MLAT.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, multilateral concessional (AMT, current US$);DT.AMT.MLTC.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, multilateral concessional (DIS, current US$);DT.DIS.MLTC.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, multilateral concessional (DOD, current US$);DT.DOD.MLTC.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, multilateral concessional (INT, current US$);DT.INT.MLTC.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, multilateral concessional (NFL, current US$);DT.NFL.MLTC.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, multilateral concessional (NTR, current US$);DT.NTR.MLTC.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, multilateral concessional (TDS, current US$);DT.TDS.MLTC.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, official creditors (AMT, current US$);DT.AMT.OFFT.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, official creditors (DIS, current US$);DT.DIS.OFFT.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, official creditors (DOD, current US$);DT.DOD.OFFT.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, official creditors (INT, current US$);DT.INT.OFFT.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, official creditors (NFL, current US$);DT.NFL.OFFT.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, official creditors (NTR, current US$);DT.NTR.OFFT.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, official creditors (TDS, current US$);DT.TDS.OFFT.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, other private creditors (AMT, current US$);DT.AMT.PROP.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, other private creditors (DIS, current US$);DT.DIS.PROP.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, other private creditors (DOD, current US$);DT.DOD.PROP.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, other private creditors (INT, current US$);DT.INT.PROP.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, other private creditors (NFL, current US$);DT.NFL.PROP.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, other private creditors (NTR, current US$);DT.NTR.PROP.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, other private creditors (TDS, current US$);DT.TDS.PROP.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, private creditors (AMT, current US$);DT.AMT.PRVT.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, private creditors (DIS, current US$);DT.DIS.PRVT.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, private creditors (DOD, current US$);DT.DOD.PRVT.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, private creditors (INT, current US$);DT.INT.PRVT.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, private creditors (NFL, current US$);DT.NFL.PRVT.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, private creditors (NTR, current US$);DT.NTR.PRVT.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPG, private creditors (TDS, current US$);DT.TDS.PRVT.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;United States;USA;1;1;1;1;1;1;1;1;1;1;1;..
PPP conversion factor, private consumption (LCU per international $);PA.NUS.PRVT.PP;United States;USA;1;1;1;1;1;1;1;1;1;1;1;..
Pregnant women receiving prenatal care (%);SH.STA.ANVC.ZS;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Presence of peace keepers (number of troops, police, and military observers in mandate);VC.PKP.TOTL.UN;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Present value of external debt (% of exports of goods, services and primary income);DT.DOD.PVLX.EX.ZS;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Present value of external debt (% of GNI);DT.DOD.PVLX.GN.ZS;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Present value of external debt (current US$);DT.DOD.PVLX.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Prevalence of anemia among children (% of children under 5);SH.ANM.CHLD.ZS;United States;USA;14,5;6,2;6,1;6,2;6,3;6,4;6,6;6,8;7,2;7,8;8,5;..
Prevalence of anemia among non-pregnant women (% of women ages 15-49);SH.ANM.NPRG.ZS;United States;USA;12;7,5;9,4;9,7;10,1;10,4;10,7;11,2;11,6;12,3;13,2;..
Prevalence of anemia among pregnant women (%);SH.PRG.ANEM;United States;USA;16,1;12;13,1;13,5;13,9;14,3;14,7;15;15,4;15,8;16,2;..
Prevalence of anemia among women of reproductive age (% of women ages 15-49);SH.ANM.ALLW.ZS;United States;USA;12,1;7,7;9,5;9,8;10,2;10,5;10,9;11,3;11,8;12,4;13,3;..
Prevalence of HIV, female (% ages 15-24);SH.HIV.1524.FE.ZS;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Prevalence of HIV, male (% ages 15-24);SH.HIV.1524.MA.ZS;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Prevalence of HIV, total (% of population ages 15-49);SH.DYN.AIDS.ZS;United States;USA;..;..;0,5;0,5;0,5;0,5;0,5;0,5;0,5;..;..;..
Prevalence of overweight, weight for height (% of children under 5);SH.STA.OWGH.ZS;United States;USA;..;..;..;7,800000191;..;..;6;..;..;..;..;..
Prevalence of overweight, weight for height, female (% of children under 5);SH.STA.OWGH.FE.ZS;United States;USA;..;..;..;6,400000095;..;..;6,900000095;..;..;..;..;..
Prevalence of overweight, weight for height, male (% of children under 5);SH.STA.OWGH.MA.ZS;United States;USA;..;..;..;9,100000381;..;..;5,199999809;..;..;..;..;..
Prevalence of severe wasting, weight for height (% of children under 5);SH.SVR.WAST.ZS;United States;USA;..;..;..;0;..;..;0;..;..;..;..;..
Prevalence of severe wasting, weight for height, female (% of children under 5);SH.SVR.WAST.FE.ZS;United States;USA;..;..;..;0;..;..;0;..;..;..;..;..
Prevalence of severe wasting, weight for height, male (% of children under 5);SH.SVR.WAST.MA.ZS;United States;USA;..;..;..;0;..;..;0;..;..;..;..;..
Prevalence of stunting, height for age (% of children under 5);SH.STA.STNT.ZS;United States;USA;..;..;..;2,700000048;..;..;2,099999905;..;..;..;..;..
Prevalence of stunting, height for age, female (% of children under 5);SH.STA.STNT.FE.ZS;United States;USA;..;..;..;2,200000048;..;..;1,200000048;..;..;..;..;..
Prevalence of stunting, height for age, male (% of children under 5);SH.STA.STNT.MA.ZS;United States;USA;..;..;..;3,200000048;..;..;3;..;..;..;..;..
Prevalence of undernourishment (% of population);SN.ITK.DEFC.ZS;United States;USA;..;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;..;..
Prevalence of underweight, weight for age (% of children under 5);SH.STA.MALN.ZS;United States;USA;..;..;..;0,800000012;..;..;0,5;..;..;..;..;..
Prevalence of underweight, weight for age, female (% of children under 5);SH.STA.MALN.FE.ZS;United States;USA;..;..;..;0,699999988;..;..;0,400000006;..;..;..;..;..
Prevalence of underweight, weight for age, male (% of children under 5);SH.STA.MALN.MA.ZS;United States;USA;..;..;..;1;..;..;0,5;..;..;..;..;..
Prevalence of wasting, weight for height (% of children under 5);SH.STA.WAST.ZS;United States;USA;..;..;..;0,5;..;..;0,5;..;..;..;..;..
Prevalence of wasting, weight for height, female (% of children under 5);SH.STA.WAST.FE.ZS;United States;USA;..;..;..;0,5;..;..;0,699999988;..;..;..;..;..
Prevalence of wasting, weight for height, male (% of children under 5);SH.STA.WAST.MA.ZS;United States;USA;..;..;..;0,5;..;..;0,400000006;..;..;..;..;..
Price level ratio of PPP conversion factor (GDP) to market exchange rate;PA.NUS.PPPC.RF;United States;USA;1;1;1;1;1;1;1;1;1;1;1;..
Primary income on FDI, payments (current US$);BX.KLT.DREM.CD.DT;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Primary income payments (BoP, current US$);BM.GSR.FCTY.CD;United States;USA;1,4319E+11;3,38639E+11;6,8592E+11;4,98087E+11;5,11948E+11;5,44855E+11;5,60499E+11;5,86843E+11;6,06571E+11;6,02025E+11;6,40753E+11;..
Primary income receipts (BoP, current US$);BX.GSR.FCTY.CD;United States;USA;1,7175E+11;3,56704E+11;8,15569E+11;6,1325E+11;6,80166E+11;7,55938E+11;7,67973E+11;7,92818E+11;8,17349E+11;7,82985E+11;8,13972E+11;..
Principal arrears, long-term DOD (US$);DT.AXA.DPPG.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Principal arrears, official creditors (current US$);DT.AXA.OFFT.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Principal arrears, private creditors (current US$);DT.AXA.PRVT.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Principal forgiven (current US$);DT.AXF.DPPG.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Principal repayments on external debt, long-term (AMT, current US$);DT.AMT.DLXF.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Principal repayments on external debt, long-term + IMF (AMT, current US$);DT.AMT.DLTF.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
